time,action,symbol,lot,price,sl,tp,atr,providers,mode
2026-07-25T02:04:25.090900,paper_sell,EURUSD,0.2,1.074778236769763,1.07678,1.07078,0.001,sma,paper
2026-07-25T02:09:27.911382,paper_sell,EURUSD,0.1,1.0665346003032945,1.06853,1.06253,0.001,,paper
2026-07-25T02:09:51.417525,paper_sell,EURUSD,0.04,1.0911344544111627,1.09313,1.08713,0.001,,paper
2026-07-25T02:09:51.466873,paper_buy,EURUSD,0.01,1.0798964906766393,1.0779,1.0839,0.001,,paper
