type,price,pnl,time
close_sell,1.17227,0.660000000000327,2025-12-19 17:00:00
open_buy,1.17227,,2025-12-19 17:00:00
close_buy,1.17095,-0.24000000000024005,2025-12-22 01:45:00
open_sell,1.17095,,2025-12-22 01:45:00
close_sell,1.17195,-0.05999999999994898,2025-12-22 06:45:00
open_buy,1.17195,,2025-12-22 06:45:00
close_buy,1.17755,0.0,2025-12-23 18:30:00
open_sell,1.17755,,2025-12-23 18:30:00
close_sell,1.17892,-0.11999999999989797,2025-12-24 00:15:00
open_buy,1.17892,,2025-12-24 00:15:00
close_buy,1.17879,-0.8799999999999919,2025-12-24 09:30:00
open_sell,1.17879,,2025-12-24 09:30:00
close_sell,1.1799,-0.8599999999998608,2025-12-24 11:45:00
open_buy,1.1799,,2025-12-24 11:45:00
close_buy,1.17957,-0.05999999999994898,2025-12-24 12:45:00
open_sell,1.17957,,2025-12-24 12:45:00
close_sell,1.17869,-0.900000000000123,2025-12-26 03:15:00
open_buy,1.17869,,2025-12-26 03:15:00
close_buy,1.17722,0.25999999999992696,2025-12-26 09:45:00
open_sell,1.17722,,2025-12-26 09:45:00
close_sell,1.1785,0.6800000000000139,2025-12-26 16:30:00
open_buy,1.1785,,2025-12-26 16:30:00
close_buy,1.17721,0.08000000000008001,2025-12-26 20:30:00
open_sell,1.17721,,2025-12-26 20:30:00
close_sell,1.17743,0.16000000000016001,2025-12-29 05:00:00
open_buy,1.17743,,2025-12-29 05:00:00
close_buy,1.17551,-0.03999999999981796,2025-12-29 08:00:00
open_sell,1.17551,,2025-12-29 08:00:00
close_sell,1.1764999999999999,1.8200000000003769,2025-12-29 12:45:00
open_buy,1.1764999999999999,,2025-12-29 12:45:00
close_buy,1.17564,-1.0799999999999699,2025-12-29 14:30:00
open_sell,1.17564,,2025-12-29 14:30:00
close_sell,1.17637,0.700000000000145,2025-12-29 18:00:00
open_buy,1.17637,,2025-12-29 18:00:00
close_buy,1.17554,-0.8200000000000429,2025-12-29 18:45:00
open_sell,1.17554,,2025-12-29 18:45:00
close_sell,1.17685,0.39999999999995595,2025-12-30 01:15:00
open_buy,1.17685,,2025-12-30 01:15:00
close_buy,1.17731,-0.4199999999996428,2025-12-30 12:45:00
open_sell,1.17731,,2025-12-30 12:45:00
close_sell,1.17499,0.900000000000123,2025-12-31 15:00:00
open_buy,1.17499,,2025-12-31 15:00:00
close_buy,1.17353,0.560000000000116,2025-12-31 19:45:00
open_sell,1.17353,,2025-12-31 19:45:00
close_sell,1.17476,-0.16000000000016001,2025-12-31 22:30:00
open_buy,1.17476,,2025-12-31 22:30:00
close_buy,1.17464,-0.12000000000034204,2025-12-31 23:15:00
open_sell,1.17464,,2025-12-31 23:15:00
close_sell,1.17441,0.459999999999905,2025-12-31 23:30:00
open_buy,1.17441,,2025-12-31 23:30:00
close_buy,1.17342,0.0,2026-01-02 10:00:00
open_sell,1.17342,,2026-01-02 10:00:00
close_sell,1.17332,-0.05999999999994898,2026-01-02 19:30:00
open_buy,1.17332,,2026-01-02 19:30:00
close_buy,1.17158,-0.23999999999979593,2026-01-05 00:00:00
open_sell,1.17158,,2026-01-05 00:00:00
close_sell,1.17135,-0.779999999999781,2026-01-05 18:30:00
open_buy,1.17135,,2026-01-05 18:30:00
close_buy,1.17065,-1.120000000000232,2026-01-06 13:00:00
open_sell,1.17065,,2026-01-06 13:00:00
close_sell,1.16973,-0.3599999999996939,2026-01-07 05:00:00
open_buy,1.16973,,2026-01-07 05:00:00
close_buy,1.16851,0.8999999999996788,2026-01-07 10:45:00
open_sell,1.16851,,2026-01-07 10:45:00
close_sell,1.16875,0.19999999999997797,2026-01-07 19:00:00
open_buy,1.16875,,2026-01-07 19:00:00
close_buy,1.16807,-0.22000000000010897,2026-01-07 22:00:00
open_sell,1.16807,,2026-01-07 22:00:00
close_sell,1.16807,0.22000000000010897,2026-01-08 08:00:00
open_buy,1.16807,,2026-01-08 08:00:00
close_buy,1.16779,0.16000000000016001,2026-01-08 12:30:00
open_sell,1.16779,,2026-01-08 12:30:00
close_sell,1.16561,0.19999999999997797,2026-01-09 05:15:00
open_buy,1.16561,,2026-01-09 05:15:00
close_buy,1.16443,-0.019999999999686935,2026-01-09 09:15:00
open_sell,1.16443,,2026-01-09 09:15:00
close_sell,1.16651,0.020000000000131024,2026-01-12 03:15:00
open_buy,1.16651,,2026-01-12 03:15:00
close_buy,1.16696,0.280000000000058,2026-01-12 19:30:00
open_sell,1.16696,,2026-01-12 19:30:00
close_sell,1.16686,-0.31999999999987594,2026-01-13 11:30:00
open_buy,1.16686,,2026-01-13 11:30:00
close_buy,1.16479,0.11999999999989797,2026-01-13 17:30:00
open_sell,1.16479,,2026-01-13 17:30:00
close_sell,1.1648399999999999,-0.47999999999959186,2026-01-14 08:45:00
open_buy,1.1648399999999999,,2026-01-14 08:45:00
close_buy,1.16376,0.15999999999971593,2026-01-14 21:30:00
open_sell,1.16376,,2026-01-14 21:30:00
close_sell,1.1612,-0.31999999999987594,2026-01-16 06:15:00
open_buy,1.1612,,2026-01-16 06:15:00
close_buy,1.15977,-1.020000000000021,2026-01-16 18:45:00
open_sell,1.15977,,2026-01-16 18:45:00
close_sell,1.1625,-0.16000000000016001,2026-01-19 03:30:00
open_buy,1.1625,,2026-01-19 03:30:00
close_buy,1.16239,0.48000000000003595,2026-01-19 13:30:00
open_sell,1.16239,,2026-01-19 13:30:00
close_sell,1.16309,0.08000000000008001,2026-01-19 16:00:00
open_buy,1.16309,,2026-01-19 16:00:00
close_buy,1.16391,-0.22000000000010897,2026-01-20 03:30:00
open_sell,1.16391,,2026-01-20 03:30:00
close_sell,1.16578,-0.380000000000269,2026-01-20 06:00:00
open_buy,1.16578,,2026-01-20 06:00:00
close_buy,1.17218,0.5999999999999339,2026-01-20 23:00:00
open_sell,1.17218,,2026-01-20 23:00:00
close_sell,1.17239,2.9599999999998516,2026-01-21 16:00:00
open_buy,1.17239,,2026-01-21 16:00:00
close_buy,1.16985,-0.7399999999999629,2026-01-21 20:00:00
open_sell,1.16985,,2026-01-21 20:00:00
close_sell,1.16877,0.6800000000000139,2026-01-22 07:15:00
open_buy,1.16877,,2026-01-22 07:15:00
close_buy,1.17493,0.360000000000138,2026-01-23 06:45:00
open_sell,1.17493,,2026-01-23 06:45:00
close_sell,1.17574,-1.7599999999999838,2026-01-23 17:45:00
open_buy,1.17574,,2026-01-23 17:45:00
close_buy,1.1844999999999999,-1.56000000000045,2026-01-26 11:00:00
open_sell,1.1844999999999999,,2026-01-26 11:00:00
close_sell,1.18838,-0.9399999999999409,2026-01-26 17:30:00
open_buy,1.18838,,2026-01-26 17:30:00
close_buy,1.18766,0.2999999999997449,2026-01-27 03:30:00
open_sell,1.18766,,2026-01-27 03:30:00
close_sell,1.18847,-0.2799999999996139,2026-01-27 05:30:00
open_buy,1.18847,,2026-01-27 05:30:00
close_buy,1.18726,0.17999999999984695,2026-01-27 09:30:00
open_sell,1.18726,,2026-01-27 09:30:00
close_sell,1.19223,-1.2199999999999989,2026-01-27 14:30:00
open_buy,1.19223,,2026-01-27 14:30:00
close_buy,1.19995,1.020000000000021,2026-01-28 06:45:00
open_sell,1.19995,,2026-01-28 06:45:00
close_sell,1.19815,-0.6800000000000139,2026-01-29 02:15:00
open_buy,1.19815,,2026-01-29 02:15:00
close_buy,1.19501,-0.5399999999999849,2026-01-29 12:30:00
open_sell,1.19501,,2026-01-29 12:30:00
close_sell,1.19669,-0.560000000000116,2026-01-29 23:00:00
open_buy,1.19669,,2026-01-29 23:00:00
close_buy,1.19077,-0.779999999999781,2026-01-30 04:15:00
open_sell,1.19077,,2026-01-30 04:15:00
close_sell,1.19513,-0.5799999999998029,2026-01-30 14:00:00
open_buy,1.19513,,2026-01-30 14:00:00
close_buy,1.18897,-3.239999999999909,2026-01-30 17:00:00
open_sell,1.18897,,2026-01-30 17:00:00
close_sell,1.18606,0.360000000000138,2026-02-02 07:00:00
open_buy,1.18606,,2026-02-02 07:00:00
close_buy,1.1853799999999999,-1.3600000000000279,2026-02-02 07:15:00
open_sell,1.1853799999999999,,2026-02-02 07:15:00
close_sell,1.18518,0.39999999999995595,2026-02-02 07:30:00
open_buy,1.18518,,2026-02-02 07:30:00
close_buy,1.185,-0.3599999999996939,2026-02-02 07:45:00
open_sell,1.185,,2026-02-02 07:45:00
close_sell,1.18468,0.640000000000196,2026-02-02 08:00:00
open_buy,1.18468,,2026-02-02 08:00:00
close_buy,1.1852,1.3000000000000789,2026-02-02 08:30:00
open_sell,1.1852,,2026-02-02 08:30:00
close_sell,1.18096,0.7399999999999629,2026-02-03 04:00:00
open_buy,1.18096,,2026-02-03 04:00:00
close_buy,1.17906,0.24000000000024005,2026-02-03 13:15:00
open_sell,1.17906,,2026-02-03 13:15:00
close_sell,1.18137,0.900000000000123,2026-02-03 19:30:00
open_buy,1.18137,,2026-02-03 19:30:00
close_buy,1.18076,-1.040000000000152,2026-02-04 13:00:00
open_sell,1.18076,,2026-02-04 13:00:00
close_sell,1.18197,-1.7200000000001658,2026-02-05 16:00:00
open_buy,1.18197,,2026-02-05 16:00:00
close_buy,1.17936,-0.300000000000189,2026-02-05 21:30:00
open_sell,1.17936,,2026-02-05 21:30:00
close_sell,1.1797,-0.48000000000003595,2026-02-06 07:00:00
open_buy,1.1797,,2026-02-06 07:00:00
close_buy,1.19019,0.16000000000016001,2026-02-10 03:00:00
open_sell,1.19019,,2026-02-10 03:00:00
close_sell,1.19186,-0.8999999999996788,2026-02-10 11:15:00
open_buy,1.19186,,2026-02-10 11:15:00
close_buy,1.18923,-0.10000000000021103,2026-02-10 15:15:00
open_sell,1.18923,,2026-02-10 15:15:00
close_sell,1.19097,-0.4600000000003491,2026-02-11 05:30:00
open_buy,1.19097,,2026-02-11 05:30:00
close_buy,1.18659,-6.819999999999827,2026-02-11 15:30:00
open_sell,1.18659,,2026-02-11 15:30:00
close_sell,1.18772,-0.500000000000167,2026-02-12 04:30:00
open_buy,1.18772,,2026-02-12 04:30:00
close_buy,1.18673,-0.34000000000000696,2026-02-12 06:00:00
open_sell,1.18673,,2026-02-12 06:00:00
close_sell,1.18796,-0.3599999999996939,2026-02-12 12:15:00
open_buy,1.18796,,2026-02-12 12:15:00
close_buy,1.18586,-0.560000000000116,2026-02-12 20:15:00
open_sell,1.18586,,2026-02-12 20:15:00
close_sell,1.18662,0.34000000000000696,2026-02-13 05:45:00
open_buy,1.18662,,2026-02-13 05:45:00
close_buy,1.18617,0.0,2026-02-13 07:30:00
open_sell,1.18617,,2026-02-13 07:30:00
close_sell,1.18692,-2.1399999999998087,2026-02-13 17:00:00
open_buy,1.18692,,2026-02-13 17:00:00
close_buy,1.18607,-0.6200000000000649,2026-02-16 02:45:00
open_sell,1.18607,,2026-02-16 02:45:00
close_sell,1.18643,-0.10000000000021103,2026-02-16 12:00:00
open_buy,1.18643,,2026-02-16 12:00:00
close_buy,1.18616,-0.3799999999998249,2026-02-16 13:30:00
open_sell,1.18616,,2026-02-16 13:30:00
close_sell,1.18478,-0.09999999999976693,2026-02-17 22:00:00
open_buy,1.18478,,2026-02-17 22:00:00
close_buy,1.18412,-0.140000000000029,2026-02-18 06:45:00
open_sell,1.18412,,2026-02-18 06:45:00
close_sell,1.17868,0.39999999999995595,2026-02-19 07:00:00
open_buy,1.17868,,2026-02-19 07:00:00
close_buy,1.17734,-0.09999999999976693,2026-02-19 14:30:00
open_sell,1.17734,,2026-02-19 14:30:00
close_sell,1.17687,-0.740000000000407,2026-02-20 00:30:00
open_buy,1.17687,,2026-02-20 00:30:00
close_buy,1.17538,-0.17999999999984695,2026-02-20 04:45:00
open_sell,1.17538,,2026-02-20 04:45:00
close_sell,1.17641,-0.459999999999905,2026-02-20 13:15:00
open_buy,1.17641,,2026-02-20 13:15:00
close_buy,1.17954,-0.9399999999999409,2026-02-23 12:00:00
open_sell,1.17954,,2026-02-23 12:00:00
close_sell,1.17848,-0.16000000000016001,2026-02-24 12:15:00
open_buy,1.17848,,2026-02-24 12:15:00
close_buy,1.17728,0.12000000000034204,2026-02-24 16:45:00
open_sell,1.17728,,2026-02-24 16:45:00
close_sell,1.1780599999999999,-0.03999999999981796,2026-02-24 21:15:00
open_buy,1.1780599999999999,,2026-02-24 21:15:00
close_buy,1.17688,0.2999999999997449,2026-02-25 00:00:00
open_sell,1.17688,,2026-02-25 00:00:00
close_sell,1.17892,-0.43999999999977396,2026-02-25 05:30:00
open_buy,1.17892,,2026-02-25 05:30:00
close_buy,1.17743,0.39999999999995595,2026-02-25 13:45:00
open_sell,1.17743,,2026-02-25 13:45:00
close_sell,1.18093,0.31999999999987594,2026-02-25 19:15:00
open_buy,1.18093,,2026-02-25 19:15:00
close_buy,1.18002,-0.34000000000000696,2026-02-26 11:00:00
open_sell,1.18002,,2026-02-26 11:00:00
close_sell,1.18015,0.19999999999997797,2026-02-27 02:00:00
open_buy,1.18015,,2026-02-27 02:00:00
close_buy,1.18027,0.17999999999984695,2026-02-27 15:00:00
open_sell,1.18027,,2026-02-27 15:00:00
close_sell,1.18214,-0.9799999999997588,2026-02-27 18:45:00
open_buy,1.18214,,2026-02-27 18:45:00
close_buy,1.17596,-3.0200000000002447,2026-03-02 01:15:00
open_sell,1.17596,,2026-03-02 01:15:00
close_sell,1.16927,-1.3000000000000789,2026-03-03 05:30:00
open_buy,1.16927,,2026-03-03 05:30:00
close_buy,1.16804,-1.0599999999998388,2026-03-03 06:45:00
open_sell,1.16804,,2026-03-03 06:45:00
close_sell,1.16212,-0.380000000000269,2026-03-03 22:15:00
open_buy,1.16212,,2026-03-03 22:15:00
close_buy,1.16017,0.5199999999998539,2026-03-04 05:30:00
open_sell,1.16017,,2026-03-04 05:30:00
close_sell,1.16064,-1.4999999999996128,2026-03-04 11:00:00
open_buy,1.16064,,2026-03-04 11:00:00
close_buy,1.16282,-0.8400000000001739,2026-03-04 23:45:00
open_sell,1.16282,,2026-03-04 23:45:00
close_sell,1.16342,0.08000000000008001,2026-03-05 01:45:00
open_buy,1.16342,,2026-03-05 01:45:00
close_buy,1.1613,-1.3800000000001589,2026-03-05 05:15:00
open_sell,1.1613,,2026-03-05 05:15:00
close_sell,1.16125,1.8800000000003259,2026-03-05 15:15:00
open_buy,1.16125,,2026-03-05 15:15:00
close_buy,1.16,-0.360000000000138,2026-03-05 17:00:00
open_sell,1.16,,2026-03-05 17:00:00
close_sell,1.16052,-0.08000000000008001,2026-03-06 01:15:00
open_buy,1.16052,,2026-03-06 01:15:00
close_buy,1.15903,-2.4000000000001798,2026-03-06 11:00:00
open_sell,1.15903,,2026-03-06 11:00:00
close_sell,1.16019,0.6399999999997519,2026-03-06 20:30:00
open_buy,1.16019,,2026-03-06 20:30:00
close_buy,1.15242,-0.5999999999999339,2026-03-09 01:45:00
open_sell,1.15242,,2026-03-09 01:45:00
close_sell,1.15262,-0.8799999999999919,2026-03-09 10:30:00
open_buy,1.15262,,2026-03-09 10:30:00
close_buy,1.16277,-0.019999999999686935,2026-03-10 08:15:00
open_sell,1.16277,,2026-03-10 08:15:00
close_sell,1.1651,1.8199999999999328,2026-03-10 10:00:00
open_buy,1.1651,,2026-03-10 10:00:00
close_buy,1.16251,0.280000000000058,2026-03-10 21:00:00
open_sell,1.16251,,2026-03-10 21:00:00
close_sell,1.16314,-0.12000000000034204,2026-03-11 06:15:00
open_buy,1.16314,,2026-03-11 06:15:00
close_buy,1.16009,1.900000000000013,2026-03-11 12:00:00
open_sell,1.16009,,2026-03-11 12:00:00
close_sell,1.15587,-0.8399999999997299,2026-03-12 11:30:00
open_buy,1.15587,,2026-03-12 11:30:00
close_buy,1.15199,-0.6999999999997009,2026-03-12 16:45:00
open_sell,1.15199,,2026-03-12 16:45:00
close_sell,1.15173,-0.31999999999987594,2026-03-13 04:00:00
open_buy,1.15173,,2026-03-13 04:00:00
close_buy,1.15011,-0.5399999999999849,2026-03-13 06:30:00
open_sell,1.15011,,2026-03-13 06:30:00
close_sell,1.1448,-0.140000000000029,2026-03-16 05:00:00
open_buy,1.1448,,2026-03-16 05:00:00
close_buy,1.14442,1.100000000000101,2026-03-16 10:45:00
open_sell,1.14442,,2026-03-16 10:45:00
close_sell,1.14739,0.16000000000016001,2026-03-16 13:00:00
open_buy,1.14739,,2026-03-16 13:00:00
close_buy,1.1488,-0.91999999999981,2026-03-17 03:15:00
open_sell,1.1488,,2026-03-17 03:15:00
close_sell,1.15096,1.260000000000261,2026-03-17 12:00:00
open_buy,1.15096,,2026-03-17 12:00:00
close_buy,1.15378,0.10000000000021103,2026-03-18 06:15:00
open_sell,1.15378,,2026-03-18 06:15:00
close_sell,1.15481,-0.47999999999959186,2026-03-18 08:15:00
open_buy,1.15481,,2026-03-18 08:15:00
close_buy,1.15427,0.91999999999981,2026-03-18 12:00:00
open_sell,1.15427,,2026-03-18 12:00:00
close_sell,1.14683,0.020000000000131024,2026-03-19 06:45:00
open_buy,1.14683,,2026-03-19 06:45:00
close_buy,1.14511,0.8000000000003561,2026-03-19 10:15:00
open_sell,1.14511,,2026-03-19 10:15:00
close_sell,1.14805,1.5200000000001879,2026-03-19 15:15:00
open_buy,1.14805,,2026-03-19 15:15:00
close_buy,1.1557,0.19999999999997797,2026-03-20 06:00:00
open_sell,1.1557,,2026-03-20 06:00:00
close_sell,1.15779,-2.000000000000224,2026-03-20 13:30:00
open_buy,1.15779,,2026-03-20 13:30:00
close_buy,1.15533,-0.7399999999999629,2026-03-20 15:15:00
open_sell,1.15533,,2026-03-20 15:15:00
close_sell,1.1559599999999999,0.8000000000003561,2026-03-20 22:30:00
open_buy,1.1559599999999999,,2026-03-20 22:30:00
close_buy,1.15483,0.22000000000010897,2026-03-23 05:30:00
open_sell,1.15483,,2026-03-23 05:30:00
close_sell,1.15907,-0.8599999999998608,2026-03-23 15:30:00
open_buy,1.15907,,2026-03-23 15:30:00
close_buy,1.15937,1.1999999999998678,2026-03-24 03:00:00
open_sell,1.15937,,2026-03-24 03:00:00
close_sell,1.15882,0.8200000000000429,2026-03-24 12:15:00
open_buy,1.15882,,2026-03-24 12:15:00
close_buy,1.15689,-0.17999999999984695,2026-03-24 15:30:00
open_sell,1.15689,,2026-03-24 15:30:00
close_sell,1.16071,-0.4999999999997229,2026-03-24 23:45:00
open_buy,1.16071,,2026-03-24 23:45:00
close_buy,1.15905,0.4199999999996428,2026-03-25 08:15:00
open_sell,1.15905,,2026-03-25 08:15:00
close_sell,1.15686,0.280000000000058,2026-03-26 06:45:00
open_buy,1.15686,,2026-03-26 06:45:00
close_buy,1.15599,0.16000000000016001,2026-03-26 11:00:00
open_sell,1.15599,,2026-03-26 11:00:00
close_sell,1.15383,-0.11999999999989797,2026-03-27 04:15:00
open_buy,1.15383,,2026-03-27 04:15:00
close_buy,1.15202,-0.5199999999998539,2026-03-27 10:45:00
open_sell,1.15202,,2026-03-27 10:45:00
close_sell,1.15083,0.09999999999976693,2026-03-27 19:30:00
open_buy,1.15083,,2026-03-27 19:30:00
close_buy,1.15125,-0.03999999999981796,2026-03-27 21:30:00
open_sell,1.15125,,2026-03-27 21:30:00
close_sell,1.15184,-0.48000000000003595,2026-03-30 07:15:00
open_buy,1.15184,,2026-03-30 07:15:00
close_buy,1.14935,1.000000000000334,2026-03-30 12:30:00
open_sell,1.14935,,2026-03-30 12:30:00
close_sell,1.14886,-2.3800000000000487,2026-03-31 04:15:00
open_buy,1.14886,,2026-03-31 04:15:00
close_buy,1.14583,-1.1600000000000499,2026-03-31 13:45:00
open_sell,1.14583,,2026-03-31 13:45:00
close_sell,1.14905,-0.9399999999999409,2026-03-31 14:45:00
open_buy,1.14905,,2026-03-31 14:45:00
close_buy,1.15832,-0.42000000000008697,2026-04-01 22:45:00
open_sell,1.15832,,2026-04-01 22:45:00
close_sell,1.15444,0.900000000000123,2026-04-02 18:45:00
open_buy,1.15444,,2026-04-02 18:45:00
close_buy,1.15379,0.08000000000008001,2026-04-03 04:00:00
open_sell,1.15379,,2026-04-03 04:00:00
close_sell,1.15419,-0.25999999999992696,2026-04-03 11:15:00
open_buy,1.15419,,2026-04-03 11:15:00
close_buy,1.15252,-0.04000000000026205,2026-04-03 17:30:00
open_sell,1.15252,,2026-04-03 17:30:00
close_sell,1.15237,-0.3799999999998249,2026-04-06 07:45:00
open_buy,1.15237,,2026-04-06 07:45:00
close_buy,1.15439,-1.1999999999998678,2026-04-06 21:30:00
open_sell,1.15439,,2026-04-06 21:30:00
close_sell,1.15653,-4.6400000000001995,2026-04-07 11:00:00
open_buy,1.15653,,2026-04-07 11:00:00
close_buy,1.16734,-0.31999999999987594,2026-04-08 20:30:00
open_sell,1.16734,,2026-04-08 20:30:00
close_sell,1.1663000000000001,-0.24000000000024005,2026-04-09 08:15:00
open_buy,1.1663000000000001,,2026-04-09 08:15:00
close_buy,1.16875,-0.660000000000327,2026-04-10 03:00:00
open_sell,1.16875,,2026-04-10 03:00:00
close_sell,1.1713,-0.31999999999987594,2026-04-10 13:30:00
open_buy,1.1713,,2026-04-10 13:30:00
close_buy,1.16676,-1.4799999999999258,2026-04-13 00:45:00
open_sell,1.16676,,2026-04-13 00:45:00
close_sell,1.16965,-0.32000000000032003,2026-04-13 10:45:00
open_buy,1.16965,,2026-04-13 10:45:00
close_buy,1.17912,0.0,2026-04-14 22:45:00
open_sell,1.17912,,2026-04-14 22:45:00
close_sell,1.18002,0.6399999999997519,2026-04-15 18:30:00
open_buy,1.18002,,2026-04-15 18:30:00
close_buy,1.17791,-0.9399999999999409,2026-04-16 11:15:00
open_sell,1.17791,,2026-04-16 11:15:00
close_sell,1.17848,-0.3799999999998249,2026-04-17 01:30:00
open_buy,1.17848,,2026-04-17 01:30:00
close_buy,1.1782,-0.18000000000029104,2026-04-17 07:15:00
open_sell,1.1782,,2026-04-17 07:15:00
close_sell,1.17794,0.020000000000131024,2026-04-17 10:30:00
open_buy,1.17794,,2026-04-17 10:30:00
close_buy,1.17822,0.5999999999999339,2026-04-17 22:00:00
open_sell,1.17822,,2026-04-17 22:00:00
close_sell,1.17643,-0.5399999999999849,2026-04-20 09:45:00
open_buy,1.17643,,2026-04-20 09:45:00
close_buy,1.17787,0.22000000000010897,2026-04-21 05:45:00
open_sell,1.17787,,2026-04-21 05:45:00
close_sell,1.17398,0.020000000000131024,2026-04-22 06:00:00
open_buy,1.17398,,2026-04-22 06:00:00
close_buy,1.1727,0.280000000000058,2026-04-22 15:45:00
open_sell,1.1727,,2026-04-22 15:45:00
close_sell,1.17027,-0.9600000000000719,2026-04-23 19:15:00
open_buy,1.17027,,2026-04-23 19:15:00
close_buy,1.16814,-0.920000000000254,2026-04-23 23:00:00
open_sell,1.16814,,2026-04-23 23:00:00
close_sell,1.16892,-0.5799999999998029,2026-04-24 11:45:00
open_buy,1.16892,,2026-04-24 11:45:00
close_buy,1.17054,-0.10000000000021103,2026-04-27 02:30:00
open_sell,1.17054,,2026-04-27 02:30:00
close_sell,1.17233,-0.18000000000029104,2026-04-27 05:15:00
open_buy,1.17233,,2026-04-27 05:15:00
close_buy,1.1722,-0.4600000000003491,2026-04-27 20:15:00
open_sell,1.1722,,2026-04-27 20:15:00
close_sell,1.17083,-0.48000000000003595,2026-04-28 19:30:00
open_buy,1.17083,,2026-04-28 19:30:00
close_buy,1.17053,0.0,2026-04-29 07:30:00
open_sell,1.17053,,2026-04-29 07:30:00
close_sell,1.16901,-0.8200000000000429,2026-04-30 12:30:00
open_buy,1.16901,,2026-04-30 12:30:00
close_buy,1.17239,-0.19999999999997797,2026-05-01 08:15:00
open_sell,1.17239,,2026-05-01 08:15:00
close_sell,1.17443,-0.12000000000034204,2026-05-01 11:30:00
open_buy,1.17443,,2026-05-01 11:30:00
close_buy,1.17239,-0.5399999999999849,2026-05-01 22:00:00
open_sell,1.17239,,2026-05-01 22:00:00
close_sell,1.1728,-0.08000000000008001,2026-05-04 09:45:00
open_buy,1.1728,,2026-05-04 09:45:00
close_buy,1.17172,-0.11999999999989797,2026-05-04 10:45:00
open_sell,1.17172,,2026-05-04 10:45:00
close_sell,1.16887,0.17999999999984695,2026-05-05 13:00:00
open_buy,1.16887,,2026-05-05 13:00:00
close_buy,1.16891,0.25999999999992696,2026-05-06 00:30:00
open_sell,1.16891,,2026-05-06 00:30:00
close_sell,1.1719,-1.1799999999997368,2026-05-06 03:30:00
open_buy,1.1719,,2026-05-06 03:30:00
close_buy,1.17527,0.360000000000138,2026-05-06 20:15:00
open_sell,1.17527,,2026-05-06 20:15:00
close_sell,1.17583,0.720000000000276,2026-05-07 04:45:00
open_buy,1.17583,,2026-05-07 04:45:00
close_buy,1.17484,1.040000000000152,2026-05-07 20:45:00
open_sell,1.17484,,2026-05-07 20:45:00
close_sell,1.17468,-1.3799999999997148,2026-05-08 09:15:00
open_buy,1.17468,,2026-05-08 09:15:00
close_buy,1.17634,0.6399999999997519,2026-05-11 01:30:00
open_sell,1.17634,,2026-05-11 01:30:00
close_sell,1.17726,-0.3799999999998249,2026-05-11 12:00:00
open_buy,1.17726,,2026-05-11 12:00:00
close_buy,1.17642,-0.43999999999977396,2026-05-12 04:00:00
open_sell,1.17642,,2026-05-12 04:00:00
close_sell,1.17388,-0.11999999999989797,2026-05-13 01:45:00
open_buy,1.17388,,2026-05-13 01:45:00
close_buy,1.17331,-0.11999999999989797,2026-05-13 07:15:00
open_sell,1.17331,,2026-05-13 07:15:00
close_sell,1.1708,-0.39999999999995595,2026-05-13 21:30:00
open_buy,1.1708,,2026-05-13 21:30:00
close_buy,1.17142,0.2999999999997449,2026-05-14 09:30:00
open_sell,1.17142,,2026-05-14 09:30:00
close_sell,1.16299,-0.48000000000003595,2026-05-18 09:15:00
open_buy,1.16299,,2026-05-18 09:15:00
close_buy,1.1643,-0.22000000000010897,2026-05-19 06:30:00
open_sell,1.1643,,2026-05-19 06:30:00
close_sell,1.16161,-0.7600000000000939,2026-05-20 17:30:00
open_buy,1.16161,,2026-05-20 17:30:00
close_buy,1.16184,-0.380000000000269,2026-05-21 06:45:00
open_sell,1.16184,,2026-05-21 06:45:00
close_sell,1.16168,0.7600000000000939,2026-05-21 23:00:00
open_buy,1.16168,,2026-05-21 23:00:00
close_buy,1.16129,-0.10000000000021103,2026-05-22 07:15:00
open_sell,1.16129,,2026-05-22 07:15:00
close_sell,1.16125,0.640000000000196,2026-05-22 20:30:00
open_buy,1.16125,,2026-05-22 20:30:00
close_buy,1.16412,-0.16000000000016001,2026-05-25 13:15:00
open_sell,1.16412,,2026-05-25 13:15:00
close_sell,1.1641,0.22000000000010897,2026-05-25 14:00:00
open_buy,1.1641,,2026-05-25 14:00:00
close_buy,1.16427,0.019999999999686935,2026-05-25 21:00:00
open_sell,1.16427,,2026-05-25 21:00:00
close_sell,1.16417,0.25999999999992696,2026-05-25 22:00:00
open_buy,1.16417,,2026-05-25 22:00:00
close_buy,1.16421,-0.03999999999981796,2026-05-25 22:30:00
open_sell,1.16421,,2026-05-25 22:30:00
close_sell,1.16421,0.0,2026-05-26 13:15:00
open_buy,1.16421,,2026-05-26 13:15:00
close_buy,1.16253,0.300000000000189,2026-05-26 17:30:00
open_sell,1.16253,,2026-05-26 17:30:00
close_sell,1.16328,-0.10000000000021103,2026-05-27 01:45:00
open_buy,1.16328,,2026-05-27 01:45:00
close_buy,1.16328,1.6000000000002679,2026-05-27 18:00:00
open_sell,1.16328,,2026-05-27 18:00:00
close_sell,1.1614,-0.34000000000000696,2026-05-28 13:15:00
open_buy,1.1614,,2026-05-28 13:15:00
close_buy,1.16401,-0.8200000000000429,2026-05-29 06:00:00
open_sell,1.16401,,2026-05-29 06:00:00
close_sell,1.16501,-0.18000000000029104,2026-05-29 16:30:00
open_buy,1.16501,,2026-05-29 16:30:00
close_buy,1.16506,0.5399999999999849,2026-06-01 03:00:00
